"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"2383" 1010.9 26.7 77.2 38.88 6.631 28.7491
"2384" 1010.4 26.4 75 45.36 6.741 28.8939
"2385" 1008.2 27.6 73.2 6.12 5.56 28.6109
"2386" 1013.8 25.8 74.5 40.68 5.652 27.9936
"2387" 1009.4 28 78.5 37.8 6.426 29.5571
"2388" 1012.5 25.8 77.4 35.64 6.041 27.789
"2389" 1012.4 24.2 88.7 29.88 5.741 28.2013
"2390" 1009.8 26.8 73.9 45 5.697 29.0245
"2391" 1006.4 28.2 78.8 41.04 6.693 28.9639
"2392" 1008.7 27.7 75.1 4.68 6.428 28.5739
"2393" 1009.6 27.1 77.5 40.32 5.974 28.9396
"2394" 1007.6 27.3 78.4 30.96 6.297 28.9225
"2395" 1006 27.6 79.5 36 6.295 29.1974
"2396" 1010.9 27.7 76 45.72 5.803 28.8945
"2397" 1012.1 26.5 83 26.28 5.745 28.9778
"2398" 1009.9 27.4 77.1 35.64 6.361 29.0472
"2399" 1016 24.1 85.2 33.84 6.21 27.6252
"2400" 1010.3 27.3 83.3 33.12 5.442 29.2772
"2401" 1012.1 27.5 78.1 43.2 6.893 28.9406
"2402" 1009.5 28.8 78.1 42.84 5.832 29.253
"2403" 1011.3 24.2 80.3 47.88 6.396 27.3397
"2404" 1008.6 26.1 84.6 36 6.293 28.9832
"2405" 1010.5 25.4 79.4 45 6.492 28.2417
"2406" 1013.4 25.3 77.6 42.84 6.149 27.681
"2407" 1008.3 27.8 79.4 33.48 6.602 29.3717
"2408" 1012.6 25.4 72.8 32.76 5.296 28.0666
"2409" 1008.4 28.1 77.9 31.68 6.652 29.1752
"2410" 1008.9 27.9 78.9 26.28 7.298 29.2531
"2411" 1003.1 29.2 76.9 20.52 7.189 28.667
"2412" 1003.6 28.5 79.6 34.2 5.608 29.5615
"2413" 1009.3 27.9 76.3 39.96 6.255 29.2437
"2414" 1014.8 24.8 80.7 20.16 6.608 27.9662
"2415" 1003.3 27 84.1 53.64 6.616 29.3631
"2416" 1009.9 27.7 79.9 16.56 5.581 29.1939
"2417" 1012.2 26.8 78 34.56 6.283 29.4195
"2418" 1010.4 26.5 76.9 47.16 6.325 28.8346
"2419" 1007.1 28.4 79.1 30.6 5.85 29.3398
"2420" 1011.3 25 86.2 38.52 6.411 27.5996
"2421" 1012.3 25.7 69.4 43.56 6.32 27.6517
"2422" 1011.6 29 78 25.2 5.075 28.8239
"2423" 1010.5 26.4 81.8 40.68 6.323 29.0486
"2424" 1011.4 27.7 68 32.4 6.389 29.0359
"2425" 1010.6 25.3 82.2 30.96 5.56 28.7737
"2426" 1014 25.5 72.7 34.92 5.945 27.999
"2427" 1008.6 26.2 85 31.68 6.259 28.9835
"2428" 1011.9 25 83.7 16.2 5.036 28.9839
"2429" 1012.5 26.5 80.2 35.28 5.432 29.4448
"2430" 1007.7 27.5 85.6 7.92 5.556 29.4381
"2431" 1013.5 27.3 76.7 29.88 5.082 29.3369
"2432" 1006 27.1 80.6 10.44 6.593 28.8651
"2433" 1011 26.9 82.5 30.96 5.84 29.0253
"2434" 1009.6 27.9 76.1 42.84 6.85 28.6004
"2435" 1014.2 24.9 76.2 36.36 6.385 27.4013
"2436" 1007.4 27.6 82.8 7.92 6.158 29.2215
"2437" 1007.6 28.4 76.2 35.28 6.236 28.9987
"2438" 1008.8 28.3 75.1 33.48 7.145 29.0312
"2439" 1013.1 24.3 70.6 31.68 5.868 28.2607
"2440" 1011.2 25.5 72.8 43.92 5.071 28.7312
"2441" 1010.4 25.7 76.1 34.2 6.136 28.4041
"2442" 1004.5 28.7 77.8 16.2 5.557 28.8957
"2443" 1013.8 24.9 75.4 42.84 6.645 27.8041
"2444" 1005 26 91 34.2 5.565 29.1999
"2445" 1009 27.7 68.8 46.8 5.797 29.6983
"2446" 1012 25.7 73.2 37.8 6.417 28.3207
"2447" 1012.6 27.1 74 36 7.104 29.2827
"2448" 1012.6 25 81.1 29.88 6.538 27.7682
"2449" 1004.6 27.6 75 14.04 7.215 28.6024
"2450" 1009.5 25.8 80.3 37.08 5.013 29.1145
"2451" 1012 25.3 70.5 36 7.353 28.1566
"2452" 1011.1 27 77.4 36.72 5.742 29.1812
"2453" 1013.2 24.3 80 27.72 5.824 28.1053
"2454" 1011.4 27.3 68.5 39.6 5.345 29.6998
"2455" 1012 25.6 72.7 36 6.2 27.7455
"2456" 1008.8 27.6 83.7 25.2 6.361 29.3876
"2457" 1010.3 28.4 75.4 33.84 5.119 28.9666
"2458" 1009 28 80.1 45 5.885 29.4155
"2459" 1010.3 26.9 83 34.56 5.09 29.3487
"2460" 1003.3 27.6 77.8 24.48 6.667 29.602
"2461" 1013.4 25 78 48.6 6.338 28.2176
"2462" 1014.3 25.8 82.6 42.12 7.28 29.1001
"2463" 1009.3 27.6 75.5 42.84 5.276 29.3491
"2464" 1012.5 26.9 78.6 37.8 7.174 29.0131
"2465" 1009.5 25.7 88.9 48.24 5.971 28.8414
"2466" 1011.1 27.2 70 39.6 6.029 29.3743
"2467" 1009.7 27.6 82 38.16 6.174 29.5734
"2468" 1009.1 26.3 80.6 43.92 6.331 28.8108
"2469" 1008 28.6 73.3 37.44 5.699 29.2308
"2470" 1009.8 28.3 77.7 31.32 7.177 29.2561
"2471" 1013.3 24.3 81.1 22.68 5.899 28.3781
"2472" 1011.5 26.8 81.9 47.52 6.802 28.6866
"2473" 1008.9 28.7 70.6 33.48 5.622 29.0228
"2474" 1008.9 26.6 79.8 25.92 5.569 29.1564
"2475" 1014.7 24.6 84.5 45.36 6.747 27.6946
"2476" 1010.3 28.3 75.3 38.88 5.454 29.2147
"2477" 1012.3 24.6 82.7 44.64 6.574 27.6652
"2478" 1014.7 24.7 66.8 34.56 6.753 28.2434
"2479" 1012 24.2 83.4 29.16 6.502 27.3122
"2480" 1008.6 25.7 80.7 51.12 6.417 27.4191
"2481" 1007.3 27 78.9 46.08 5.8 28.9369
"2482" 1006.7 27.9 70.6 39.6 6.244 29.0305
"2483" 1010.8 27.3 74.8 48.96 5.071 29.1252
"2484" 1014.8 24.9 82.7 50.04 6.751 27.6565
"2485" 1015.8 24.7 80.1 36.36 6.234 27.4485
"2486" 1008.1 26.6 78.7 25.92 5.639 29.1523
"2487" 1008.6 28.8 73.4 43.56 4.732 29.175
"2488" 1010.8 27.2 80.5 42.48 7.301 29.105
"2489" 1014.5 25 75.9 48.24 5.771 28.0291
"2490" 1013 25.5 75.9 31.32 6.765 27.9058
"2491" 1008.7 26.2 88.1 43.2 5.427 29.0026
"2492" 1008.2 27 72.7 49.68 5.991 28.8084
"2493" 1007.8 28.6 79.3 50.04 6.741 29.5031
"2494" 1008.4 26.7 74.8 44.28 6.051 28.3966
"2495" 1009.3 27.5 80.2 28.44 5.636 28.938
"2496" 1007.7 28.5 79.5 29.52 6.523 29.2876
"2497" 1015.1 25.4 69.4 46.8 4.725 28.3961
"2498" 1009.6 26.8 75 46.08 5.713 29.0971
"2499" 1008.7 27.7 81 28.44 7.422 29.8159
"2500" 1003 28.8 79.5 41.76 5.92 29.3975
"2501" 1014.2 24.6 73.6 28.8 5.541 28.1119
"2502" 1009.6 26.5 79.3 42.48 7.23 29.1259
"2503" 1004.7 27.6 74 12.24 7.153 28.6045
"2504" 1007.1 27 82.5 45 5.672 28.9459
"2505" 1012.7 25.2 78.9 37.8 5.419 27.6777
"2506" 1009.4 28.1 76.7 41.76 6.593 28.844
"2507" 1008.9 28.1 76.3 38.52 6.607 29.3646
"2508" 1011.4 27.1 73.9 35.64 6.494 29.4746
"2509" 1003.6 28.4 79.9 41.04 6.625 29.2854
"2510" 1008.6 27.7 84.1 21.24 5.655 29.2906
"2511" 1009.2 25.8 86.8 43.2 6.044 28.8903
"2512" 1002.8 27.8 81.5 31.32 6.958 29.5392
"2513" 1008.6 28.8 77.3 39.96 5.44 29.4441
"2514" 1011.9 25.2 61.5 38.16 6.516 27.9413
"2515" 1008.8 27.6 74.9 36 6.4 29.0213
"2516" 1014.9 24.3 81.1 22.32 5.512 28.0542
"2517" 1011.1 25.9 81.7 39.24 5.661 28.8675
"2518" 1012.2 24.4 77.5 29.52 6.147 27.8222
"2519" 1013.3 25.2 81.2 38.16 5.46 28.2702
"2520" 1011.7 25.4 77.1 46.44 6.339 27.6581
"2521" 1003.7 28.7 75.4 26.28 6.389 28.8692
"2522" 1009.8 27.5 80.1 16.2 5.653 29.1483
"2523" 1011.5 27 82.6 42.48 7.066 28.978
"2524" 1009.3 26.1 81.5 32.4 6.943 29.1111
"2525" 1009.7 27 82.8 48.6 5.438 29.0825
"2526" 1010.1 28.5 79.8 30.6 6.338 28.8297
"2527" 1009.9 26 82 41.76 6.103 27.9109
"2528" 1012.9 26.7 75 39.96 5.581 29.2317
"2529" 1014.3 25.4 71.6 48.24 6.298 27.2796
"2530" 1010.1 26.3 83.5 42.12 6.267 28.993
"2531" 1012.2 25.3 77.4 34.2 5.899 28.394
"2532" 1012.6 26.3 82.2 32.04 5.549 27.9516
"2533" 1009.5 28.9 76.9 39.24 5.539 29.4411
"2534" 1014 25.5 79 45.72 5.542 27.6302
"2535" 1010.2 26.7 84 43.56 6.011 28.9646
"2536" 1008.5 28.5 70.8 39.24 6.178 29.3821
"2537" 1013.1 25.8 73.9 43.92 6.694 28.5015
"2538" 1004.6 28 83.1 28.8 6.394 29.312
"2539" 1012.1 26.6 77.9 36 6.874 29.0079
"2540" 1010.4 27.6 69.5 38.52 6.81 29.1164
"2541" 1010 26.6 84.3 46.44 5.406 29.1032
"2542" 1005.3 26.1 84.1 29.16 5.773 29.5631
"2543" 1010.7 26.6 76 40.32 5.387 29.1922
"2544" 1007.7 28.4 79.6 29.16 6.818 29.3191
"2545" 1011.7 26.6 77.5 36.36 6.296 29.3195
"2546" 1014.7 24.4 81.3 24.48 6.598 28.0801
"2547" 1005.8 28.4 74.9 26.64 7.023 29.4319
"2548" 1002.7 28.3 78.7 35.64 6.84 29.4216
"2549" 1012.4 25.5 77.4 39.6 6.079 27.7162
"2550" 1012.4 25.6 70.4 43.56 6.336 27.6595
"2551" 1010.5 26.8 76.1 46.8 6.877 28.7619
"2552" 1007.4 28.7 70.6 23.76 5.38 29.165
"2553" 1004.6 29.1 73.7 25.2 5.436 29.0639
"2554" 1009.7 25 85.6 29.88 5.371 29.2471
"2555" 1008.5 27.6 82.3 21.96 6.535 28.8365
"2556" 1008.6 27.7 81.8 32.76 6.491 29.3493
"2557" 1008.2 27.4 85.2 10.8 6.285 29.0935
"2558" 1008.3 27.1 74.3 54 5.947 28.7344
"2559" 1008.1 28 77.1 39.24 6.625 29.4143
"2560" 1011.6 27.2 73.5 39.96 6.4 29.4004
"2561" 1010.5 27.7 67.5 46.8 5.491 29.751
"2562" 1009.4 26.1 78.9 43.2 5.859 28.1343
"2563" 1006.6 23.8 89 32.4 5.517 28.805
"2564" 1008.5 27.1 74.6 42.84 5.085 29.1685
"2565" 1014.5 24.9 77.1 41.76 5.5 27.7754
"2566" 1013.9 25.7 79.2 35.28 5.227 28.2528
"2567" 1012.9 24.6 82 35.64 5.866 27.5496
"2568" 1008.9 27.4 76.2 37.08 5.928 29.0967
"2569" 1012.4 24.4 87.8 36 5.664 28.2018
"2570" 1014.5 25.6 74.2 34.56 7.016 28.2006
"2571" 1009.3 25.6 77.6 36.36 5.906 28.7236
"2572" 1007.7 28.5 80.4 30.24 6.64 29.2873
"2573" 1013.7 25.5 74.2 43.2 5.654 27.7448
"2574" 1010.7 27.6 80.3 42.84 5.484 29.0257
"2575" 1002.4 27.4 82.6 15.84 5.535 29.3543
"2576" 1010.3 26.7 82.9 45.72 6.042 28.9625
"2577" 1011.1 24.4 80.2 22.68 5.753 28.3504
"2578" 1011.1 25 70.8 33.12 7.489 28.3531
"2579" 1010.2 27.6 79.1 29.88 6.3 29.3094
"2580" 1012.7 27.5 78.6 34.56 4.99 29.3069
"2581" 1008.5 28.5 76.6 25.2 6.421 28.7614
"2582" 1005.9 28.7 78.4 37.8 6.222 29.1857
"2583" 1008.7 27.6 83.3 21.96 5.685 29.2581
"2584" 1011.8 25.3 72.6 28.44 6.422 27.659
"2585" 1004.8 27.4 77.3 29.88 6.176 28.9196
"2586" 1013.1 27.2 75.5 43.2 5.298 29.0699
"2587" 1012.1 27 80.5 29.88 6.631 29.0213
"2588" 1014.6 25.5 74.5 39.6 6.824 28.1785
"2589" 1004.7 28.4 78.4 26.28 7.246 29.4812
"2590" 1009.6 25.8 81.3 47.52 6.358 28.9265
"2591" 1008.4 27.4 82.1 46.08 5.814 28.8694
"2592" 1011.6 24.6 77.1 24.12 4.603 28.6188
"2593" 1011 25.5 76.2 47.88 6.149 27.4227
"2594" 1011.3 27.5 78.3 44.28 5.03 29.1283
"2595" 1009.9 27.9 80.7 22.32 7.412 29.2703
"2596" 1010.2 27.3 69.8 43.2 6.923 29.2213
"2597" 1009.6 26.7 80.5 38.88 6.129 29.0785
"2598" 1008.9 25.7 82.4 38.52 4.961 29.0567
"2599" 1009.9 28.3 74.4 12.96 5.328 28.5756
"2600" 1014.4 24.5 79.8 37.8 5.644 28.0923
"2601" 1009.2 27.4 77.7 40.32 6.89 28.9442
"2602" 1010.7 24.7 77.6 33.12 4.936 28.649
"2603" 1008.5 27.8 76.8 4.32 5.409 28.612
"2604" 1012.5 25 82.6 46.8 6.503 27.8765
"2605" 1012 27 76.5 35.28 6.061 29.4123
"2606" 1005.9 28.5 72.5 32.76 5.261 29.1739
"2607" 1008.9 26 82 26.28 7.023 29.2114
"2608" 1011.3 27.4 76.9 38.88 6.332 28.4617
"2609" 1013.4 27.4 69.9 37.8 6.652 29.306
"2610" 1014 25 74.4 34.92 5.814 27.8802
"2611" 1012.3 27 79.9 43.92 7.266 29.1331
"2612" 1010.6 28 79.7 41.04 5.163 29.3546
"2613" 1003 28.9 79.1 37.44 5.711 29.4131
"2614" 1010.8 28.4 76.6 32.76 5.406 28.9118
"2615" 1009.8 28.1 74.2 38.52 5.348 29.3811
"2616" 1013.1 25.2 77.4 38.88 5.554 27.5125
"2617" 1005.2 28.6 75.4 25.2 7.232 29.041
"2618" 1013 24.5 88 26.64 5.247 28.1044
"2619" 1003.7 28.1 77.6 29.88 6.226 29.1705
"2620" 1008.7 27.1 83 35.64 5.994 29.2078
"2621" 1009.6 26.2 77.4 40.32 6.33 28.9797
"2622" 1009.2 26.7 80 29.52 5.606 29.5757
"2623" 1011.4 27.6 69.9 45.72 5.24 29.7516
"2624" 1009.6 27.9 75.6 45 5.517 29.0642
"2625" 1005.4 26.2 80.2 51.84 5.745 28.7957
"2626" 1012 26.8 79 27.36 5.495 29.2397
"2627" 1005 27.2 84.6 19.08 6.703 29.5127
"2628" 1010.3 27.2 67 45.36 5.593 29.4554
"2629" 1005.4 27.1 81.3 22.32 6.945 29.5762
"2630" 1013.1 25.4 76.4 42.12 6.06 27.7162
"2631" 1011.1 25.3 75.4 39.6 6.573 27.8803
"2632" 1009.7 27 81.5 45.72 5.503 29.0905
"2633" 1002.9 27.5 80 21.24 5.491 29.4441
"2634" 1009.4 27.4 76 40.68 5.765 28.938
"2635" 1005.3 27.1 83.8 24.12 6.797 29.5648
"2636" 1013.3 24.6 77.9 32.04 6.341 28.0655
"2637" 1009.6 26.7 79.8 48.6 5.547 29.1298
"2638" 1008.2 28.2 78.4 35.28 6.865 29.2137
"2639" 1009 28.3 76.6 6.48 5.61 29.6582
"2640" 1005.6 28.6 78.6 46.44 5.586 29.4679
"2641" 1012 29.1 78 27 5.091 28.8244
"2642" 1014.2 24.9 78.5 29.88 6.177 28.1553
"2643" 1010.1 27.3 70 43.56 5.293 29.7158
"2644" 1009.9 27.6 81 27 5.585 28.9482
"2645" 1009.8 26.1 78.4 37.8 6.081 27.1842
"2646" 1011.2 26.4 83.1 47.52 5.83 28.9478
"2647" 1010.9 27.5 80.2 37.44 5.281 29.2854
"2648" 1012.6 24.4 86.7 59.76 6.386 28.5406
"2649" 1012.7 27.3 71.1 35.64 5.888 29.369
"2650" 1012 25.1 84.9 50.04 6.082 27.8913
"2651" 1009.2 25.5 78.2 46.08 6.652 27.4863
"2652" 1013.8 23.8 82.9 46.44 5.484 27.9752
"2653" 1007.2 27.5 75.9 41.4 6.678 28.9684
"2654" 1010 26.1 83.6 40.68 6.976 28.8149
"2655" 1012.9 25 77.6 45 6.385 27.6474
"2656" 1006.7 26.4 87.8 22.68 4.821 29.0638
"2657" 1002.8 28.2 70.9 32.76 7.055 29.5031
"2658" 1012.6 25.3 74.7 53.64 6.32 27.6002
"2659" 1013.1 24.5 78.4 32.4 6.214 28.0677
"2660" 1007.7 25.9 86.3 32.04 6.541 29.0851
"2661" 1011 27.4 75.1 42.84 6.184 29.2986
"2662" 1007 27.6 85 6.84 6.053 29.1879
"2663" 1009.4 26.9 82.7 45 5.581 29.0874
"2664" 1011 27.1 71.3 35.64 6.782 29.1743
"2665" 1005 26.9 83.4 24.12 6.659 29.551
"2666" 1007.1 27.8 76.1 39.6 5.952 28.9996
"2667" 1002.7 25.4 87.9 41.04 6.822 29.418
"2668" 1010.2 28.8 74.5 43.2 5.54 29.5149
"2669" 1011.9 25.7 76.2 42.48 6.554 27.373
"2670" 1011.4 25.7 73.4 47.88 6.748 27.3557
"2671" 1012.5 25.1 76 37.44 6.251 28.4458
"2672" 1008.4 28 81.2 6.12 6.303 29.2983
"2673" 1008.7 27.8 77.4 44.64 6.144 28.9147
"2674" 1010.2 27.3 71 39.24 5.6 29.6322
"2675" 1009.6 26.6 81.1 39.24 5.983 28.9852
"2676" 1012.8 25.6 76.8 36.72 5.885 27.7898
"2677" 1009.1 27.4 71.3 46.8 5.624 28.9923
"2678" 1013.7 25.1 72 39.96 7.106 28.3634
"2679" 1013 27 76.5 37.8 6.691 29.3138
"2680" 1010.4 26.8 72.4 26.64 6.48 29.4426
"2681" 1009.7 28.8 78.6 42.48 6.697 29.4389
"2682" 1011.8 27 77.2 36 6.521 29.4692
"2683" 1009.7 27.6 80.1 42.12 6.42 29.5558
"2684" 1012.4 25 63.9 41.04 6.095 28.284
"2685" 1010.9 26.6 80.2 45.36 5.726 28.9203
"2686" 1012.6 27.3 68.7 39.6 6.027 29.5045
"2687" 1003.7 28.3 77.7 30.24 6.434 29.1362
"2688" 1013.3 25.8 83.3 34.56 5.498 28.014
"2689" 1011.6 27.4 78.7 39.96 7.295 28.8778
"2690" 1003.2 27.3 76.5 37.8 6.601 29.3509
"2691" 1009.2 25.4 79.2 42.84 6.665 27.4788
"2692" 1005.7 27.4 84.3 3.96 5.422 28.9977
"2693" 1009.9 27.4 72.1 41.4 6.136 29.2967
"2694" 1009.7 25.8 87.4 42.12 6.665 29.012
"2695" 1014.3 25.1 77 46.44 5.757 28.0375
"2696" 1006.1 28.7 78.9 18.72 6.507 28.8407
"2697" 1010.3 26.9 80.6 37.08 6.479 29.0095
"2698" 1007.4 27.8 84.9 6.12 6.201 29.0986
"2699" 1010.6 25.2 74.2 38.16 7.214 28.4572
"2700" 1009.1 25.3 82.2 43.56 6.028 27.5613
"2701" 1009.9 27.5 78.1 44.28 6.489 28.7422
"2702" 1012.9 24.8 78.8 37.8 5.292 27.9333
"2703" 1007.5 28.8 72.5 43.56 5.476 29.2502
"2704" 1011.1 24.5 78.3 25.2 4.585 28.656
"2705" 1009.6 25.3 83.2 38.16 6.037 27.5684
"2706" 1008.9 27.5 81 28.8 6.024 29.0187
"2707" 1014 25.6 80.1 41.04 5.096 28.239
"2708" 1009.1 26.3 78.3 37.8 5.402 29.1536
"2709" 1012.9 26.7 73 39.96 5.556 29.233
"2710" 1014.1 24.6 79.5 34.92 5.634 28.1127
"2711" 1005 28.1 78.3 24.12 6.367 28.9082
"2712" 1012.2 25 79.6 41.76 6.48 27.6259
"2713" 1010.6 26.6 76.8 39.96 6.555 28.6583
"2714" 1003.2 28.4 82.2 37.44 6.079 29.3972
"2715" 1011.7 25.7 74.6 37.08 6.931 28.0727
"2716" 1013.6 27.3 72.1 36.36 6.086 29.334
"2717" 1014.1 25.6 73.7 42.48 5.504 27.903
"2718" 1009.3 27.9 73.3 41.4 6.253 28.9568
"2719" 1004.4 26.3 81.9 24.84 5.646 28.9256
"2720" 1009.3 26.3 76.3 39.24 5.562 29.2577
"2721" 1007 28.7 76.3 39.24 6.27 29.1528
"2722" 1009.3 28.2 72.8 14.76 5.577 28.5707
"2723" 1011.5 25.9 71.9 36.36 6.524 28.3228
"2724" 1010.9 26.9 69.9 30.6 6.571 29.4441
"2725" 1009.9 27.5 80.4 39.24 6.55 28.9542
"2726" 1005.1 28.7 76.5 28.08 6.451 29.1666
"2727" 1009.3 26 78.3 47.16 6.146 27.1338
"2728" 1010.4 26.5 82.7 40.32 6.641 28.856
"2729" 1009.9 28.5 78.8 36 6.607 29.276
"2730" 1009.1 28.4 74.6 7.92 4.664 28.7587
"2731" 1012.5 26.9 76.1 38.16 7.164 29.0007
"2732" 1006.8 27.8 71.2 39.6 6.276 29.0313
"2733" 1009.8 26.2 79.6 52.56 6.341 28.9268
"2734" 1013.6 25.4 78.9 45.72 5.619 27.8101
"2735" 1009.9 27.2 79.9 34.92 6.127 29.0657
"2736" 1013.4 25.1 78.6 33.48 5.483 28.1283
"2737" 1006.3 27 81.4 8.64 5.304 29.7414
"2738" 1010.4 26 76.5 21.6 6.201 29.3846
"2739" 1011.9 26.8 80.4 30.24 5.806 28.9826
"2740" 1004.9 27 83.8 30.24 6.851 29.4568
"2741" 1013.4 24.9 78.4 38.88 6.499 27.4894
"2742" 1009.1 27.5 70 35.64 6.651 29.1333
"2743" 1010.7 26.5 77.1 45.72 6.223 28.8216
"2744" 1011.2 25.1 79.5 40.32 6.393 27.3858
"2745" 1007.7 27.9 84.5 3.6 6.284 29.0604
"2746" 1003.2 25.2 83.8 22.32 6 29.2005
"2747" 1004.7 27.1 76.8 24.84 6.423 28.8955
"2748" 1007.2 28.8 76.9 33.48 5.291 29.4763
"2749" 1010.4 27.6 69.7 42.48 6.822 29.1231
"2750" 1011.6 25.9 83.9 37.44 6.599 27.8442
"2751" 1001 27.3 82.1 47.88 5.962 29.3412
"2752" 1009.2 28 77.7 36.36 7.281 29.2035
"2753" 1013.7 24.8 77.6 34.92 6.618 28.0752
"2754" 1013.7 25.5 77.8 42.48 6.529 27.3259
"2755" 1011.4 25.9 80.5 39.6 5.827 28.8431
"2756" 1006.8 28.7 79.1 29.88 5.175 29.3664
"2757" 1003.7 26.6 78.3 27.36 6.017 29.1631
"2758" 1010.4 25.6 74.8 46.08 6.339 27.4768
"2759" 1007.7 27.6 75.3 5.04 5.805 28.6484
"2760" 1007.5 27.1 77.8 34.92 6.352 29.0182
"2761" 1006.7 27.6 83.1 12.24 6.072 28.7629
"2762" 1008.7 27.5 80 28.44 4.575 28.6861
"2763" 1011.2 25.8 74.5 40.32 7.021 28.0898
"2764" 1013.1 25.3 76 46.44 6.104 27.6996
"2765" 1010.5 27.7 84.5 21.24 7.666 28.8346
"2766" 1011.4 25.9 70.9 41.4 6.555 28.3116
"2767" 1008.2 27.1 77.9 37.44 6.476 29.1149
"2768" 1015 25.3 69.3 40.68 4.755 28.4172
"2769" 1011.7 24.8 84.1 20.52 4.932 28.9792
"2770" 1010.4 26.1 86.6 38.16 5.351 29.1232
"2771" 1010.1 27.9 75.7 41.04 6.259 28.9017
"2772" 1011.7 26.9 82.6 25.2 5.712 29.0205
"2773" 1011.3 24.4 70 39.24 5.407 28.5313
"2774" 1011.9 25.9 74.9 34.2 6.235 27.384
"2775" 1014.8 24.5 77.1 45 5.436 27.9703
"2776" 1008.7 26.8 76.8 38.88 6.573 29.0151
"2777" 1011.3 28.5 81.5 24.12 6.77 28.8154
"2778" 1005.2 26.3 85.7 45.36 5.494 29.4759
"2779" 1010.2 25.1 83.4 37.8 5.071 27.9781
"2780" 1011.5 25.6 84.1 41.4 6.93 27.7338
"2781" 1010 29.1 77.8 23.04 5.204 28.8273
"2782" 1008.4 27.8 78.7 32.4 6.611 29.3709
"2783" 1007.7 28.1 80.6 5.4 6.459 29.3554
"2784" 1003.2 28.4 78 25.56 7.199 28.7567
"2785" 1009.6 28.6 80.3 38.52 5.76 29.4889
"2786" 1007.1 27.8 75.2 5.76 6.46 28.5844
"2787" 1004.5 27.3 77 11.88 5.622 29.5399
"2788" 1010 27.2 80.8 33.12 7.014 29.2703
"2789" 1010.3 26.9 80.8 33.48 6.544 29.0036
"2790" 1009.6 27.6 73.7 37.08 6.032 29.3465
"2791" 1012.2 25.9 74.1 45.36 7.164 28.4526
"2792" 1009.2 25.7 77.2 37.08 5.862 28.7242
"2793" 1014.9 25.2 80.4 27.36 6.989 28.2364
"2794" 1009.5 26.2 78.1 42.12 5.726 29.0232
"2795" 1015.5 24.5 81.2 38.52 6.246 27.4723
"2796" 1008.8 28.3 75.7 29.52 7.003 29.007
"2797" 1006.3 27.7 77.6 11.88 5.353 28.7804
"2798" 1006.9 29.4 74.3 9 6.275 28.619
"2799" 1010.5 27.6 81.8 48.6 5.891 29.4384
"2800" 1011.3 26.8 82.8 43.56 6.33 28.917
"2801" 1013.1 24.5 88.2 27 5.258 28.0927
"2802" 1014.2 25.2 77.4 33.12 7.024 28.1036
"2803" 1009.4 26.3 75.7 41.04 5.535 29.2499
"2804" 1010.3 26.8 76.3 41.04 6.466 28.9164
"2805" 1002.9 26.6 76.6 23.04 5.944 29.5066
"2806" 1009 28.5 74.6 22.68 5.856 28.7931
"2807" 1011.5 25.4 81.3 39.24 5.57 27.9155
"2808" 1014.4 25.2 77.6 33.48 6.97 28.132
"2809" 1008.1 28 78.6 42.48 6.465 29.5496
"2810" 1008 27.9 78.4 18 6.641 29.1298
"2811" 1012.1 25.5 84.6 43.2 6.938 27.7496
"2812" 1010.7 28.6 74.2 23.76 7.549 28.5878
"2813" 1002.8 28.8 79.1 43.2 5.851 29.3979
"2814" 1004.8 27.3 78 27.36 6.271 28.9147
"2815" 1011.5 28.8 75.1 28.44 4.742 29.0117
"2816" 1012.4 27.1 71 39.96 6.568 29.4189
"2817" 1009.7 27.1 71 39.6 6.303 29.1865
"2818" 1014.5 25.4 70.1 46.08 6.315 27.2957
"2819" 1011.1 25.3 68.9 44.28 7.001 27.9066
"2820" 1010.4 26.1 72.6 50.76 7.134 28.2999
"2821" 1012.2 27 68.6 39.24 5.009 29.8127
"2822" 1009.4 27 82.9 30.6 7.255 29.735
"2823" 1008.6 27.5 83.6 21.96 5.806 29.2368
"2824" 1005 27.1 78.4 21.24 6.474 28.8792
"2825" 1006.8 28.5 73.9 6.12 7.072 29.0666
"2826" 1009.7 27.1 79.1 30.6 6.062 29.0737
"2827" 1003 28.2 76.7 43.56 6.192 29.1705
"2828" 1009.9 27.7 74 37.8 5.26 29.3817
"2829" 1013.1 24.5 80 37.44 5.339 28.0242
"2830" 1006.7 28.3 81 15.12 6.497 29.297
"2831" 1010.1 26.5 78.7 44.28 5.513 28.9181
"2832" 1005.4 28.3 78.7 36 5.994 29.4626
"2833" 1002.7 26.7 80.1 28.08 5.673 29.478
"2834" 1011.8 27.2 82 39.6 5.605 29.0193
"2835" 1010.9 27.5 70.8 45 5.929 29.4734
"2836" 1011.7 27.1 78.9 34.92 6.708 29.1127
"2837" 1010.9 26.4 78.1 37.8 7.009 29.0476
"2838" 1010.4 27.2 77.5 46.44 6.178 28.818
"2839" 1011 26.1 85.9 40.68 6.769 28.7279
"2840" 1011.9 25.4 74.2 36.36 6.458 28.191
"2841" 1009.7 28.4 77.4 20.52 5.446 29.2812
"2842" 1010.4 27.5 78.3 41.76 7.13 28.7974
"2843" 1011 27.3 79.3 41.76 6.355 28.8741
